Date	Hour	S1	S2	S3	S4	S5	S6	S7
01/10/2020	17	71	72	70	73	70	71	65
01/10/2020	18	71	72	70	73	71	71	64
01/10/2020	19	71	72	71	72	70	71	64
01/10/2020	20	71	72	71	72	69	71	64
01/10/2020	21	71	72	71	72	69	71	63
01/10/2020	22	71	72	72	73	69	71	63
01/10/2020	23	71	72	72	73	69	71	63
01/11/2020	 0	71	72	72	73	69	71	63
01/11/2020	 1	71	72	72	73	69	71	63
01/11/2020	 2	71	72	71	73	69	71	63
01/11/2020	 3	71	72	71	73	69	72	62
01/11/2020	 4	71	72	72	73	70	72	63
01/11/2020	 5	71	72	72	72	70	72	62
01/11/2020	 6	71	72	72	72	70	72	62
01/11/2020	 7	71	72	72	72	70	72	62
01/11/2020	 8	72	72	72	72	71	72	63
01/11/2020	 9	72	72	72	72	71	72	63
01/11/2020	10	72	73	72	72	71	72	63
01/11/2020	11	72	72	72	72	71	72	63
01/11/2020	12	72	72	72	72	71	72	63
01/11/2020	13	72	72	72	72	71	72	63
01/11/2020	14	72	72	72	72	71	72	63
01/11/2020	15	72	72	72	72	71	72	63
01/11/2020	16	72	72	72	72	71	72	63
01/11/2020	17	72	72	72	72	71	72	63
01/11/2020	18	71	72	72	72	71	72	62
01/11/2020	19	71	72	71	72	70	72	62
01/11/2020	20	71	72	72	72	71	72	62
01/11/2020	21	72	72	72	72	70	72	62
01/11/2020	22	71	72	73	72	71	72	62
01/11/2020	23	72	72	71	72	71	72	62
01/12/2020	 0	71	72	72	72	70	72	62
01/12/2020	 1	71	72	74	72	70	72	62
01/12/2020	 2	72	72	71	72	70	72	62
01/12/2020	 3	72	72	72	72	70	72	62
01/12/2020	 4	72	73	74	72	70	72	62
01/12/2020	 5	72	73	71	72	70	72	62
01/12/2020	 6	71	72	72	72	71	72	62
01/12/2020	 7	71	72	74	72	70	72	62
01/12/2020	 8	71	72	71	72	70	72	62
01/12/2020	 9	71	72	71	72	70	72	62
01/12/2020	10	71	72	74	72	71	72	62
01/12/2020	11	72	72	71	72	71	72	62
01/12/2020	12	71	72	72	72	70	72	62
01/12/2020	13	72	72	73	72	70	71	62
01/12/2020	14	72	72	71	72	70	72	62
01/12/2020	15	72	72	71	72	71	72	62
01/12/2020	16	72	72	71	72	70	72	62
01/12/2020	17	72	72	71	72	70	72	62
01/12/2020	18	72	72	71	72	71	72	62
01/12/2020	19	72	72	72	72	70	72	62
01/12/2020	20	71	72	71	72	70	72	62
01/12/2020	21	71	72	72	72	70	72	62
01/12/2020	22	71	72	72	72	70	72	62
01/12/2020	23	71	72	72	72	70	72	62
01/13/2020	 0	71	73	71	72	70	72	62
01/13/2020	 1	71	72	71	72	70	72	62
01/13/2020	 2	72	72	71	72	70	72	62
01/13/2020	 3	71	73	71	72	70	71	62
01/13/2020	 4	71	73	71	72	70	71	62
01/13/2020	 5	71	73	71	72	70	71	62
01/13/2020	 6	71	72	71	72	70	71	62
01/13/2020	 7	71	73	71	72	70	71	62
01/13/2020	 8	72	73	72	72	70	72	62
01/13/2020	 9	73	73	72	72	70	72	62
01/13/2020	10	72	73	71	72	70	71	62
01/13/2020	11	72	73	72	73	71	72	61
01/13/2020	12	72	72	71	73	71	72	62
01/13/2020	13	72	72	71	72	71	71	62
01/13/2020	14	72	73	71	72	70	72	62
01/13/2020	15	72	73	71	72	70	72	62
01/13/2020	16	72	73	71	72	70	72	62
01/13/2020	17	72	73	71	72	70	72	62
01/13/2020	18	72	73	71	72	71	72	62
01/13/2020	19	72	73	71	72	72	72	62
01/13/2020	20	72	72	71	72	71	72	61
01/13/2020	21	72	72	70	72	70	71	61
01/13/2020	22	72	72	71	72	70	71	61
01/13/2020	23	72	72	71	72	70	71	61
01/14/2020	 0	72	72	74	72	70	71	61
01/14/2020	 1	72	72	71	72	70	71	61
01/14/2020	 2	72	72	71	72	70	71	60
01/14/2020	 3	72	72	72	72	70	71	61
01/14/2020	 4	72	72	72	72	70	71	61
01/14/2020	 5	72	72	71	72	70	71	61
01/14/2020	 6	72	72	71	72	70	71	61
01/14/2020	 7	73	72	74	72	70	71	61
01/14/2020	 8	73	72	71	72	70	71	61
01/14/2020	 9	72	72	71	72	70	71	61
01/14/2020	10	72	73	72	72	70	71	61
01/14/2020	11	72	73	71	72	70	72	61
01/14/2020	12	72	72	71	72	70	72	61
01/14/2020	13	72	72	71	72	71	72	61
01/14/2020	14	72	73	71	72	74	72	62
01/14/2020	15	72	73	71	72	76	72	62
01/14/2020	16	72	73	70	72	76	72	62
01/14/2020	17	72	73	70	72	75	72	62
01/14/2020	18	71	73	71	72	75	72	62
01/14/2020	19	72	72	71	72	72	72	61
01/14/2020	20	71	72	71	72	70	72	60
01/14/2020	21	73	73	72	72	70	72	61
01/14/2020	22	72	73	71	72	70	72	61
01/14/2020	23	72	73	72	72	70	72	61
01/15/2020	 0	72	72	71	72	70	72	61
01/15/2020	 1	72	73	71	72	70	72	61
01/15/2020	 2	72	73	71	72	70	72	61
01/15/2020	 3	72	73	71	72	70	72	61
01/15/2020	 4	72	73	71	72	70	72	61
01/15/2020	 5	72	72	70	72	70	72	60
01/15/2020	 6	72	73	71	72	70	72	60
01/15/2020	 7	72	73	71	72	71	72	61
01/15/2020	 8	72	72	71	72	71	72	61
01/15/2020	 9	71	72	73	72	70	71	60
01/15/2020	10	72	72	71	72	70	71	60
01/15/2020	11	72	73	71	72	70	72	60
01/15/2020	12	72	72	71	72	70	72	60
01/15/2020	13	72	72	70	72	70	72	60
01/15/2020	14	72	73	70	72	69	72	60
01/15/2020	15	72	73	70	72	69	72	60
01/15/2020	16	72	73	71	72	69	72	61
01/15/2020	17	72	73	71	72	70	72	61
01/15/2020	18	72	73	71	72	72	72	61
01/15/2020	19	72	74	72	72	74	72	62
01/15/2020	20	71	73	71	72	75	72	62
01/15/2020	21	71	72	72	72	75	71	62
01/15/2020	22	71	72	71	72	75	71	62
01/15/2020	23	71	72	70	72	75	71	62
01/16/2020	 0	72	72	71	72	72	71	61
01/16/2020	 1	72	72	71	72	70	72	61
01/16/2020	 2	72	72	71	72	70	72	61
01/16/2020	 3	72	72	71	72	70	72	61
01/16/2020	 4	72	72	71	72	71	72	61
01/16/2020	 5	72	72	71	72	71	72	61
01/16/2020	 6	72	72	75	72	71	72	61
01/16/2020	 7	72	72	73	72	71	72	61
01/16/2020	 8	73	72	72	72	71	72	61
01/16/2020	 9	73	73	71	72	70	72	61
01/16/2020	10	73	72	71	72	70	72	61
01/16/2020	11	72	72	71	72	74	72	61
01/16/2020	12	72	72	71	72	75	72	62
01/16/2020	13	72	72	70	72	75	72	62
01/16/2020	14	72	73	71	72	75	72	62
01/16/2020	15	72	73	71	72	75	72	62
01/16/2020	16	71	73	71	72	75	72	62
01/16/2020	17	71	73	71	72	76	72	62
01/16/2020	18	72	72	71	72	75	72	62
01/16/2020	19	72	73	71	72	75	72	63
01/16/2020	20	72	72	71	72	74	72	62
01/16/2020	21	72	72	70	72	72	72	62
01/16/2020	22	72	72	70	72	71	72	62
01/16/2020	23	72	72	71	72	71	72	62
01/17/2020	 0	72	72	71	72	71	72	62
01/17/2020	 1	72	72	72	72	71	72	62
01/17/2020	 2	72	72	71	72	71	72	62
01/17/2020	 3	72	72	71	72	71	72	61
01/17/2020	 4	72	72	71	72	71	72	61
01/17/2020	 5	72	72	71	72	71	72	61
01/17/2020	 6	72	72	71	72	71	72	61
01/17/2020	 7	73	73	71	72	71	72	61
01/17/2020	 8	73	73	71	72	71	72	61
01/18/2020	10	72	72	71	71	70	71	61
01/18/2020	11	72	72	71	71	70	71	61
01/18/2020	12	72	72	71	72	70	72	61
01/18/2020	13	72	73	71	72	71	72	61
01/18/2020	14	72	73	71	72	70	72	61
01/18/2020	15	72	73	71	72	71	73	61
01/18/2020	16	72	73	71	72	70	73	61
01/18/2020	17	72	73	71	72	69	73	61
01/18/2020	18	72	73	71	72	70	73	61
01/18/2020	19	72	73	71	72	71	73	61
01/18/2020	20	72	73	74	72	71	72	61
01/18/2020	21	72	73	71	72	71	72	61
01/18/2020	22	72	73	71	72	71	72	60
01/18/2020	23	72	73	71	72	71	72	60
01/19/2020	 0	72	73	72	72	71	72	60
01/19/2020	 1	72	73	75	72	71	72	60
01/19/2020	 2	72	73	75	72	71	72	60
01/19/2020	 3	72	73	74	72	71	72	60
01/19/2020	 4	72	73	71	71	71	72	60
01/19/2020	 5	72	73	71	72	71	72	60
01/19/2020	 6	72	73	73	72	71	73	60
01/19/2020	 7	72	73	75	72	71	73	60
01/19/2020	 8	72	73	74	72	71	73	60
01/19/2020	 9	72	73	72	72	71	73	60
01/19/2020	10	72	73	71	72	71	73	60
01/19/2020	11	72	73	72	72	71	72	60
01/19/2020	12	72	73	71	72	71	72	60
01/19/2020	13	72	73	71	72	71	72	60
01/19/2020	14	72	73	71	72	70	72	60
01/19/2020	15	72	73	71	72	70	72	60
01/19/2020	16	72	73	71	72	70	72	61
01/19/2020	17	72	73	71	72	71	72	60
01/19/2020	18	72	73	71	72	71	72	61
01/19/2020	19	72	73	71	72	71	72	60
01/19/2020	20	72	73	71	72	71	72	61
01/19/2020	21	72	73	71	72	70	72	60
01/19/2020	22	72	73	71	72	70	72	60
01/19/2020	23	72	73	71	72	70	72	60
01/20/2020	 0	72	73	71	72	70	72	61
01/20/2020	 1	72	73	71	72	70	72	61
01/20/2020	 2	72	73	71	72	70	72	61
01/20/2020	 3	72	73	71	72	70	72	61
01/20/2020	 4	72	73	71	72	70	72	61
01/20/2020	 5	72	73	71	72	71	72	61
01/20/2020	 6	72	73	71	72	71	72	61
01/20/2020	 7	72	73	71	72	71	72	61
01/20/2020	 8	72	72	71	72	71	72	61
01/20/2020	 9	72	72	71	72	71	72	61
01/20/2020	10	72	72	71	72	71	72	61
01/20/2020	11	71	72	71	71	70	72	60
01/20/2020	12	72	72	71	71	70	71	60
01/20/2020	13	72	72	71	71	70	71	60
01/20/2020	14	72	72	71	71	71	71	60
01/20/2020	15	73	72	71	72	71	72	60
01/20/2020	16	73	72	71	72	71	72	60
01/20/2020	17	73	72	71	72	71	72	60
01/20/2020	18	73	72	71	72	71	72	60
01/20/2020	19	72	72	72	72	71	72	61
01/20/2020	20	72	72	73	72	71	72	61
01/20/2020	21	72	72	71	72	71	72	61
01/20/2020	22	72	72	71	72	71	72	61
01/20/2020	23	72	73	72	72	71	72	60
01/21/2020	 0	72	73	72	72	71	72	60
01/21/2020	 1	72	72	71	72	71	72	60
01/21/2020	 2	72	72	71	72	71	72	60
01/21/2020	 3	72	72	72	72	71	72	60
01/21/2020	 4	72	72	71	72	71	72	60
01/21/2020	 5	72	72	75	72	71	72	60
01/21/2020	 6	72	72	73	72	71	72	60
01/21/2020	 7	72	72	71	72	71	72	60
01/21/2020	 8	73	72	71	72	71	72	60
01/21/2020	 9	73	72	72	72	70	72	60
01/21/2020	10	73	72	71	72	70	72	60
01/21/2020	11	72	73	72	72	71	72	60
01/21/2020	12	72	72	70	72	71	72	60
01/21/2020	13	72	72	71	72	70	72	61
01/21/2020	14	72	72	71	72	71	72	61
01/21/2020	15	72	73	70	72	71	72	61
01/21/2020	16	72	73	71	72	71	72	61
01/21/2020	17	72	73	70	72	71	72	62
01/21/2020	18	72	73	71	72	71	72	61
01/21/2020	19	72	72	71	72	71	72	61
01/21/2020	20	72	72	71	72	71	72	61
01/21/2020	21	72	72	71	72	70	72	61
01/21/2020	22	72	72	71	72	70	72	61
01/21/2020	23	72	72	71	72	70	72	61
01/22/2020	 0	72	72	71	72	70	72	61
01/22/2020	 1	72	72	71	72	70	72	61
01/22/2020	 2	72	72	71	72	70	72	61
01/22/2020	 3	72	72	71	72	71	72	61
01/22/2020	 4	72	72	71	72	71	72	61
01/22/2020	 5	72	72	71	72	71	72	61
01/22/2020	 6	72	72	71	72	71	72	61
01/22/2020	 7	72	72	71	72	71	72	61
01/22/2020	 8	72	72	71	72	71	72	61
01/22/2020	 9	72	72	74	72	71	72	62
01/22/2020	10	73	72	71	72	70	72	62
01/22/2020	11	72	72	71	72	70	72	61
01/22/2020	12	72	72	71	72	70	72	61
01/22/2020	13	72	72	71	72	70	72	61
01/22/2020	14	72	72	70	72	69	72	61
01/22/2020	15	72	72	70	72	69	72	61
01/22/2020	16	72	72	70	72	70	72	61
01/22/2020	17	72	73	70	72	70	72	61
01/22/2020	18	71	72	71	72	71	72	62
01/22/2020	19	72	73	72	72	71	72	63
01/22/2020	20	72	73	71	72	71	72	63
01/22/2020	21	72	72	71	72	71	72	63
01/22/2020	22	72	72	71	72	70	72	63
01/22/2020	23	71	72	71	72	70	71	62
01/23/2020	 0	71	72	71	72	73	71	62
01/23/2020	 1	71	72	71	72	74	71	62
01/23/2020	 2	71	72	71	72	73	71	62
01/23/2020	 3	72	72	71	72	72	72	63
01/23/2020	 4	72	72	71	72	71	72	62
01/23/2020	 5	72	72	72	72	71	72	62
01/23/2020	 6	72	72	71	72	71	72	62
01/23/2020	 7	72	72	71	72	71	72	62
01/23/2020	 8	73	72	72	72	71	72	62
01/23/2020	 9	73	72	71	72	71	72	62
01/23/2020	10	72	72	71	72	70	72	62
01/23/2020	11	72	72	71	72	70	72	62
01/23/2020	12	72	72	71	72	71	71	62
01/23/2020	13	72	72	71	73	73	72	63
01/23/2020	14	72	72	71	73	75	72	63
01/23/2020	15	72	72	71	72	75	72	63
01/23/2020	16	71	72	71	72	75	72	63
01/23/2020	17	71	73	71	72	75	72	63
01/23/2020	18	71	72	70	72	74	72	63
01/23/2020	19	71	72	71	72	71	72	62
01/23/2020	20	71	72	71	72	70	72	62
01/23/2020	21	71	72	70	72	70	71	62
01/23/2020	22	71	72	71	71	70	71	62
01/23/2020	23	72	72	72	71	70	71	62
01/24/2020	 0	72	72	71	71	70	71	62
01/24/2020	 1	72	72	71	71	70	71	62
01/24/2020	 2	72	72	71	71	71	71	62
01/24/2020	 3	72	72	72	71	71	71	62
01/24/2020	 4	72	72	71	71	70	71	62
01/24/2020	 5	72	72	72	71	70	71	62
01/24/2020	 6	72	72	71	71	70	71	62
01/24/2020	 7	72	72	72	71	70	71	62
01/24/2020	 8	73	72	72	71	70	71	62
01/24/2020	 9	72	72	71	72	69	71	62
01/24/2020	10	72	72	71	72	70	71	62
01/24/2020	11	73	72	71	72	70	72	62
01/24/2020	12	72	72	71	72	70	72	62
01/24/2020	13	72	72	70	72	70	72	62
01/24/2020	14	72	72	71	72	70	72	62
01/24/2020	15	72	72	71	72	70	72	62
01/24/2020	16	71	72	71	72	70	72	62
01/24/2020	17	71	72	71	72	70	72	62
01/24/2020	18	72	72	71	72	70	72	62
01/24/2020	19	72	72	71	72	70	72	62
01/24/2020	20	72	72	70	72	70	71	62
01/24/2020	21	72	72	71	72	70	71	62
01/24/2020	22	72	72	74	72	70	71	62
01/24/2020	23	72	72	72	72	70	71	62
01/25/2020	 0	72	72	72	72	70	71	62
01/25/2020	 1	72	72	72	72	70	71	62
01/25/2020	 2	72	72	72	72	70	71	62
01/25/2020	 3	72	72	72	72	70	71	62
01/25/2020	 4	72	72	72	72	70	71	62
01/25/2020	 5	72	72	72	72	70	71	62
01/25/2020	 6	72	72	75	72	70	71	62
01/25/2020	 7	72	72	74	72	70	71	62
01/25/2020	 8	72	72	71	72	70	71	62
01/25/2020	 9	72	72	71	72	70	71	62
01/25/2020	10	72	72	72	72	70	71	62
01/25/2020	11	72	72	75	72	70	71	62
01/25/2020	12	72	72	74	72	71	71	62
01/25/2020	13	72	72	71	72	70	71	62
01/25/2020	14	72	72	72	72	70	71	62
01/25/2020	15	72	72	72	72	70	71	62
01/25/2020	16	72	72	74	72	70	71	62
01/25/2020	17	72	72	74	72	70	71	62
01/25/2020	18	72	72	74	72	70	71	62
01/25/2020	19	72	72	72	72	70	71	62
01/25/2020	20	72	72	72	72	70	71	62
01/25/2020	21	72	72	73	71	70	71	62
01/25/2020	22	72	72	75	71	70	71	62
01/25/2020	23	72	72	74	71	70	72	62
01/26/2020	 0	72	72	71	71	70	72	62
01/26/2020	 1	72	72	72	71	70	72	62
01/26/2020	 2	72	72	75	71	70	72	62
01/26/2020	 3	72	72	75	71	70	71	62
01/26/2020	 4	72	72	71	71	70	71	62
01/26/2020	 5	72	72	72	71	70	71	62
01/26/2020	 6	72	72	74	71	70	71	62
01/26/2020	 7	72	72	75	71	70	71	62
01/26/2020	 8	72	72	73	71	70	71	62
01/26/2020	 9	72	72	71	71	70	71	62
01/26/2020	10	72	72	72	71	70	71	62
01/26/2020	11	72	72	75	72	70	72	62
01/26/2020	12	72	72	72	72	70	72	62
01/26/2020	13	72	72	71	72	70	72	62
01/26/2020	14	72	72	73	72	70	71	62
01/26/2020	15	72	72	74	72	70	71	62
01/26/2020	16	72	72	71	72	70	71	62
01/26/2020	17	72	72	71	72	69	71	62
01/26/2020	18	72	72	72	72	70	72	62
01/26/2020	19	72	72	72	72	70	72	63
01/26/2020	20	72	72	71	72	70	72	63
01/26/2020	21	72	72	71	72	70	72	63
01/26/2020	22	72	72	71	72	70	72	63
01/26/2020	23	72	72	71	72	70	72	63
01/27/2020	 0	72	72	71	72	70	72	63
01/27/2020	 1	72	72	71	72	70	72	63
01/27/2020	 2	72	72	71	72	70	72	63
01/27/2020	 3	72	72	74	72	70	72	63
01/27/2020	 4	72	72	72	72	71	72	63
01/27/2020	 5	72	72	73	72	71	72	63
01/27/2020	 6	72	72	74	72	71	72	63
01/27/2020	 7	72	72	71	72	71	72	63
01/27/2020	 8	72	72	71	72	70	72	63
01/27/2020	 9	71	72	74	72	70	71	62
01/27/2020	10	72	72	71	72	70	71	62
01/27/2020	11	72	73	72	73	70	72	63
01/27/2020	12	72	72	71	73	70	72	63
01/27/2020	13	72	72	71	73	70	72	63
01/27/2020	14	72	72	71	72	70	72	63
01/27/2020	15	72	72	71	73	70	72	63
01/27/2020	16	72	72	71	72	70	72	63
01/27/2020	17	72	72	71	72	70	72	63
01/27/2020	18	72	72	71	72	70	72	63
01/27/2020	19	72	72	71	72	70	71	63
01/27/2020	20	71	72	71	72	70	71	63
01/27/2020	21	71	72	71	72	70	71	63
01/27/2020	22	71	72	71	72	70	71	63
01/27/2020	23	71	71	72	72	70	71	63
01/28/2020	 0	71	72	72	72	70	71	62
01/28/2020	 1	72	72	75	72	70	71	62
01/28/2020	 2	72	72	72	71	70	71	62
01/28/2020	 3	72	71	71	71	70	71	62
01/28/2020	 4	72	72	72	72	70	71	62
01/28/2020	 5	72	72	75	71	70	71	62
01/28/2020	 6	72	71	74	71	70	71	62
01/28/2020	 7	73	72	71	71	70	71	62
01/28/2020	 8	73	72	71	72	70	71	62
01/28/2020	 9	73	72	71	72	70	71	62
01/28/2020	10	72	72	71	72	69	71	62
01/28/2020	11	72	72	71	72	70	71	63
01/28/2020	12	72	72	72	72	71	71	63
01/28/2020	13	72	72	72	73	71	71	63
01/28/2020	14	72	72	70	73	70	71	63
01/28/2020	15	72	72	71	72	70	71	63
01/28/2020	16	71	72	71	72	70	71	63
01/28/2020	17	71	72	71	72	70	71	63
01/28/2020	18	71	72	71	72	70	72	63
01/28/2020	19	72	72	72	72	70	72	63
01/28/2020	20	72	72	71	72	70	72	63
01/28/2020	21	72	72	71	72	70	72	63
01/28/2020	22	72	72	71	72	70	72	63
01/28/2020	23	72	72	71	72	71	72	63
01/29/2020	 0	72	72	71	72	71	72	63
01/29/2020	 1	72	72	71	72	71	72	64
01/29/2020	 2	72	72	71	72	71	72	64
01/29/2020	 3	72	72	71	72	71	72	63
01/29/2020	 4	72	72	72	72	71	72	63
01/29/2020	 5	72	72	73	72	71	72	63
01/29/2020	 6	72	72	71	72	71	72	63
01/29/2020	 7	72	72	72	72	71	72	63
01/29/2020	 8	72	72	74	72	71	72	63
01/29/2020	 9	72	72	71	72	71	72	63
01/29/2020	10	72	73	72	72	70	72	63
01/29/2020	11	72	72	72	72	72	72	63
01/29/2020	12	72	72	72	72	75	72	63
01/29/2020	13	72	72	70	73	75	72	63
01/29/2020	14	72	72	71	73	75	72	63
01/29/2020	15	72	72	71	72	75	72	63
01/29/2020	16	73	73	72	73	75	72	63
01/29/2020	17	72	73	71	73	76	73	64
01/29/2020	18	72	73	71	73	76	73	64
01/29/2020	19	72	73	71	72	76	72	64
01/29/2020	20	72	73	71	72	76	72	64
01/29/2020	21	72	72	71	72	72	72	63
01/29/2020	22	72	72	71	72	71	72	63
01/29/2020	23	72	72	74	72	71	72	63
01/30/2020	 0	72	72	71	72	71	72	63
01/30/2020	 1	72	72	72	72	71	72	63
01/30/2020	 2	72	72	72	72	71	72	63
01/30/2020	 3	72	72	71	72	70	72	63
01/30/2020	 4	72	72	74	72	71	72	63
01/30/2020	 5	72	72	71	72	71	72	63
01/30/2020	 6	72	72	72	72	71	72	63
01/30/2020	 7	72	72	74	72	71	72	63
01/30/2020	 8	72	72	71	72	70	72	63
01/30/2020	 9	72	72	72	72	71	71	63
01/30/2020	10	72	72	71	72	71	71	61
01/30/2020	11	72	72	71	72	70	71	61
01/30/2020	12	72	72	71	72	70	72	60
01/30/2020	13	72	72	71	72	70	72	61
01/30/2020	14	72	72	71	73	71	72	66
01/30/2020	15	72	72	71	72	74	71	67
01/30/2020	16	72	73	71	72	76	71	67
01/30/2020	17	71	72	71	72	73	71	68
01/30/2020	18	71	72	71	72	72	71	68
01/30/2020	19	71	72	71	72	71	71	68
01/30/2020	20	71	72	70	72	71	71	68
01/30/2020	21	71	72	73	71	71	71	68
01/30/2020	22	71	72	71	72	71	71	68
01/30/2020	23	71	72	72	72	71	71	67
01/31/2020	 0	71	72	72	72	71	71	68
01/31/2020	 1	71	72	72	72	71	71	67
01/31/2020	 2	72	72	72	72	71	71	67
01/31/2020	 3	72	72	73	72	71	71	66
01/31/2020	 4	72	73	72	72	72	72	67
01/31/2020	 5	72	73	72	72	71	72	66
01/31/2020	 6	72	73	72	72	71	72	64
01/31/2020	 7	72	73	72	72	71	72	64
01/31/2020	 8	72	73	72	72	71	72	66
01/31/2020	 9	71	72	72	71	71	71	65
01/31/2020	10	72	72	72	72	71	71	66
01/31/2020	11	72	72	72	72	71	71	66
01/31/2020	12	72	72	71	72	71	71	66
01/31/2020	13	71	72	70	72	75	71	65
01/31/2020	14	71	72	71	72	76	71	65
01/31/2020	15	71	73	71	72	76	71	65
01/31/2020	16	71	72	71	72	76	71	65
01/31/2020	17	71	72	71	72	76	72	65
01/31/2020	18	71	72	71	72	76	72	65
01/31/2020	19	71	72	70	72	75	72	65
01/31/2020	20	71	72	71	72	72	71	65
01/31/2020	21	71	72	71	72	71	71	65
01/31/2020	22	71	72	72	72	71	71	65
01/31/2020	23	71	72	72	72	71	72	65
02/01/2020	 0	72	72	72	72	71	72	66
02/01/2020	 1	72	72	72	72	71	72	66
02/01/2020	 2	72	73	72	72	71	72	66
02/01/2020	 3	71	72	72	72	71	72	66
02/01/2020	 4	71	72	71	71	71	71	66
02/01/2020	 5	72	72	71	71	71	71	66
02/01/2020	 6	72	72	72	72	71	71	67
02/01/2020	 7	72	72	71	72	71	72	67
02/01/2020	 8	72	72	72	72	71	72	67
02/01/2020	 9	72	72	71	72	71	72	67
02/01/2020	10	72	72	71	72	71	72	67
02/01/2020	11	72	72	71	72	71	72	67
02/01/2020	12	72	72	71	71	71	72	67
02/01/2020	13	72	72	71	72	71	72	67
02/01/2020	14	72	72	71	72	71	71	67
02/01/2020	15	72	72	72	72	71	71	67
02/01/2020	16	71	72	72	72	71	71	68
02/01/2020	17	71	72	72	72	70	71	68
02/01/2020	18	71	72	72	72	70	71	67
02/01/2020	19	71	72	72	72	71	71	68
02/01/2020	20	71	72	72	72	70	72	68
02/01/2020	21	72	72	72	72	70	72	68
02/01/2020	22	72	72	72	72	70	72	68
02/01/2020	23	72	72	72	72	70	72	68
02/02/2020	 0	72	72	72	72	71	72	67
02/02/2020	 1	72	72	72	72	71	72	67
02/02/2020	 2	72	72	72	72	71	72	66
02/02/2020	 3	72	72	72	72	73	72	66
02/02/2020	 4	72	72	71	72	72	72	67
02/02/2020	 5	72	72	72	72	71	72	66
02/02/2020	 6	72	72	71	72	71	72	66
02/02/2020	 7	72	72	71	72	71	72	66
02/02/2020	 8	72	72	74	72	71	72	66
02/02/2020	 9	72	72	72	72	71	72	66
02/02/2020	10	72	72	72	72	71	72	65
02/02/2020	11	72	72	72	72	71	72	65
02/02/2020	12	72	73	71	72	71	72	65
02/02/2020	13	72	73	71	72	71	72	65
02/02/2020	14	72	73	71	72	71	72	65
02/02/2020	15	72	73	72	72	71	72	65
02/02/2020	16	72	73	71	73	71	72	65
02/02/2020	17	72	72	71	73	71	72	65
02/02/2020	18	72	72	71	72	71	72	65
02/02/2020	19	72	72	71	72	71	71	65
02/02/2020	20	72	72	70	72	71	71	65
02/02/2020	21	72	72	70	72	71	71	66
02/02/2020	22	72	72	70	72	71	71	66
02/02/2020	23	72	72	70	72	71	72	65
02/03/2020	 0	72	72	70	72	71	72	66
02/03/2020	 1	72	72	71	72	70	72	66
02/03/2020	 2	72	72	70	72	71	72	66
02/03/2020	 3	72	72	70	72	71	72	66
02/03/2020	 4	72	72	70	72	71	72	67
